year,NY.GDP.MKTP.CD,NY.GDP.PCAP.CD,NY.GNP.PCAP.CD,EN.ATM.CO2E.KT,EN.CO2.TRAN.ZS,EN.CO2.MANF.ZS,EN.CO2.ETOT.ZS,EN.CO2.BLDG.ZS,EG.USE.COMM.CL.ZS,SP.POP.TOTL,SP.DYN.CBRT.IN,SP.DYN.CDRT.IN,SM.POP.TOTL,SP.POP.GROW,SP.DYN.LE00.IN,NY.ADJ.AEDU.CD,SE.XPD.TOTL.GD.ZS,SE.TER.CUAT.BA.ZS,SL.TLF.ADVN.ZS,SL.TLF.BASC.MA.ZS
1992,426915712711.146,366.460692302073,390,2690455.898,5.49139408389837,35.4054444965528,38.4695626257358,15.1601747919196,1.01402098327071,1164970000,18.27,6.64,,1.2255362283362,69.587,6405000000,1.65455996990204,,,
1993,444731282436.762,377.389839479958,420,2878694.009,5.65687851971038,34.6556717618665,40.1291230893001,14.3109412711183,1.14034099999695,1178440000,18.09,6.64,,1.14961943083465,69.75,6660000000,1.65785002708435,,,
1994,564324670005.917,473.492278718042,470,3058241.33,5.04432102967111,34.9374245846354,41.876024875468,12.6709414931469,1.63850291953844,1191835000,17.7,6.49,,1.13026063215591,69.935,10134000000,1.98571002483368,,,
1995,734547898220.508,609.656679202484,540,3320285.15,4.87689984344043,37.0640924394198,41.0674453080621,12.2164955595273,1.70172387947784,1204855000,17.12,6.57,442198,1.08650915088974,70.156,12291000000,1.84192001819611,,,
1996,863746717503.789,709.413755085039,650,3463089.131,6.56943201640617,33.7259626265194,46.3171418722951,10.2838002987372,1.71652658644407,1217550000,16.98,6.56,,1.04814151412165,70.427,14467000000,1.85338997840881,,,
1997,961603952951.82,781.744164341053,750,3469510.048,5.69875455859079,33.064405146907,45.6911855776509,11.4711346590518,1.77330368341647,1230075000,16.57,6.51,,1.02345002419879,70.747,19361421363,,,,
1998,1029043097554.08,828.580479295681,800,3324344.519,5.38688997863112,34.1285266144168,46.9891888828512,9.25662318439572,1.86406657564633,1241935000,15.64,6.5,,0.959550406298151,71.115,20230449480,1.84432995319366,,,
1999,1093997267271.06,873.28706172579,860,3318055.614,6.1511193257838,30.0497248237907,49.4044745444765,9.81358363563635,1.86535796017533,1252735000,14.64,6.46,,0.865851392993279,71.521,19332000000,1.88803994655609,,,
2000,1211346869605.24,959.372483639691,940,3405179.867,8.53833192923336,28.9365562828073,51.0384939407686,8.88114833776165,1.99714284886418,1262645000,14.03,6.45,508034,0.787956592953992,71.955,21480000000,,,,
2001,1339395718865.3,1053.10824300452,1010,3487566.356,8.31745150646067,29.2422980849292,51.2255219415919,8.56385111172788,2.29889726346258,1271850000,13.38,6.43,,0.726380637838525,72.401,23628000000,,,,
2002,1470550015081.55,1148.5082904417,1110,3850269.326,8.36473851256684,28.1728762187974,52.6240242472765,8.10854087438882,2.42043228907687,1280400000,12.86,6.41,,0.669999567758626,72.84,26134000000,,,,
2003,1660287965662.68,1288.64325183381,1280,4540417.061,8.17249088244148,27.7195986793728,53.7583094393257,7.61112564217716,2.52104765612761,1288400000,12.41,6.4,,0.622860936133583,73.257,29535000000,,,,
2004,1955347004963.27,1508.66809788266,1510,5233538.733,8.19775539665807,31.3763965268341,50.2946518155378,7.46218423358776,2.67890606090141,1296075000,12.29,6.42,,0.593932815112141,73.642,34905000000,,,,
2005,2285965892360.54,1753.41782925823,1760,5896957.705,7.7102101681756,32.6174065758507,50.2251735226545,6.81978092939835,2.7339176928011,1303720000,12.4,6.51,678947,0.588124989556992,73.987,40633000000,,,,
2006,2752131773355.16,2099.22943460447,2060,6529291.518,7.61067364803615,31.845395137395,51.5779112716646,6.49548105153495,2.73878047480013,1311020000,12.09,6.81,,0.558374367373002,74.291,49225000000,,,,
2007,3552182311652.97,2695.36591709669,2510,7030797.772,7.45713503911993,32.7712307356958,51.3348390757153,6.15622927478562,2.92452980081932,1317885000,12.1,6.93,,0.522271866392275,74.562,63724000000,,,,
2008,4598206091384,3471.2480543115,3100,7553070.247,7.87261215892308,33.9335217780791,50.1620644989468,5.7984589497131,3.38410252972864,1324655000,12.14,7.06,,0.51238693163744,74.808,82877000000,,,,
2009,5109953609257.25,3838.43397176904,3690,8001008.965,7.53934197810769,34.3439777632607,50.365986783771,5.57341724770538,3.46831716117637,1331260000,12.13,7.08,,0.497381400884935,75.032,91290000000,,,,
2010,6100620488867.55,4560.51258600929,4340,8776040.416,7.54374241765656,33.4480767608878,51.5682394690576,5.40193718738039,3.50934153555749,1337705000,11.9,7.11,849861,0.482959688678361,75.236,108653000000,,3.57765,,
2011,7572553836875.34,5633.7957168394,5060,9733538.12,7.49686946249262,32.9571175428234,52.390903721205,5.20543414057885,3.52243463333402,1344130000,11.93,7.14,,0.47915045424996,75.425,134250000000,,,,
2012,8560547314679.28,6337.88332279255,5940,10028573.939,8.09908861763816,32.0530056362567,52.5268038283395,5.30265155777134,4.09182975952194,1350695000,12.1,7.15,,0.487231117971201,75.602,152866000000,,,,
2013,9607224481532.65,7077.77076539558,6800,10258007.128,8.3861275770254,31.0723031505051,53.1564628729052,5.30622517352778,4.53414655121912,1357380000,12.08,7.16,,0.49370963351136,75.769,170587000000,,,,
2014,10482372109961.9,7683.50261309118,7520,10291926.878,8.59869527322669,31.7152270946499,52.2530087069823,5.35833766188032,5.10701715020901,1364270000,12.37,7.16,,0.506311591779847,75.932,187950000000,,,,
2015,11064666282625.5,8069.21302389511,7950,,,,,,,1371220000,12.07,7.11,978046,0.508136747291937,76.092,196900000000,,,,
2016,11190992550229.5,8117.26746543179,8250,,,,,,,1378665000,12.95,7.09,,0.541478512050099,76.252,200480000000,,,,
2017,12237700479375,8826.99409574835,8690,,,,,,,1386395000,12.43,7.11,,0.559121331017265,76.41,218380000000,,,,
2018,,,,,,,,,,,,,,,,,,,,
