year,NY.GDP.MKTP.CD,NY.GDP.PCAP.CD,NY.GNP.PCAP.CD,EN.ATM.CO2E.KT,EN.CO2.TRAN.ZS,EN.CO2.MANF.ZS,EN.CO2.ETOT.ZS,EN.CO2.BLDG.ZS,EG.USE.COMM.CL.ZS,SP.POP.TOTL,SP.DYN.CBRT.IN,SP.DYN.CDRT.IN,SM.POP.TOTL,SP.POP.GROW,SP.DYN.LE00.IN,SE.PRE.ENRR,SE.PRM.NENR,SE.SEC.ENRR,SE.TER.ENRR,SE.XPD.TOTL.GD.ZS
1987,1293264353318.82,16614.4101036952,14260,,14.1906117783882,17.8630867638507,42.4515249343306,23.548755789938,10.7982574652465,77839920,11.2,11.6,,0.15361757528619,74.5596829268293,,,,,
1988,1395931548502.06,17863.4378971386,18650,,14.7973048054874,18.2400420240224,43.0281540746128,21.76662524876,11.8078051181449,78144619,11.4,11.5,,0.390678960242038,74.7924878048781,,,,,
1989,1393674332154.37,17697.1635135694,19790,,15.5199718458561,18.6842078024242,44.4856175797787,19.3746053761994,12.3268114420191,78751283,11.2,11.5,,0.773336990610757,75.0131463414634,,,,,
1990,1764967948916.6,22219.5725271486,21340,,16.8653684579961,16.6058685271252,43.8267731609006,20.9769534282706,11.83498685147,79433029,11.4,11.6,5936181,0.861969448764933,75.227756097561,,,,,
1991,1861873895109.02,23269.3817972445,22920,929973.202,17.5902118016212,14.5537348557483,44.6265144251721,21.2618757081844,11.609407933061,80013896,10.4,11.4,,0.728605546561364,75.319512195122,,,99.1079025268555,33.6242294311523,
1992,2123130870381.97,26333.537444515,25860,891975.748,18.6871276074598,14.2110119963088,44.7668523645146,20.4905613087711,12.7590398676555,80624598,10,11,,0.760346946721127,75.819512195122,,,100.627822875977,35.3859214782715,
1993,2068555542410.98,25488.5195189314,25990,877645.112,19.3403367126932,13.4753887793018,44.1109683930456,21.570943621267,12.4894653213574,81156363,9.8,11.1,,0.657391218087626,75.8707317073171,89.1539077758789,,105.340827941895,39.3570404052734,4.41381978988647
1994,2205966011811.5,27087.5584535617,27530,865558.68,19.3198482344452,13.7205837852936,44.829030981588,20.4825306673495,12.4063724775081,81438348,9.5,10.9,,0.346856648630233,76.2707317073171,89.4078826904297,,105.414222717285,42.4188919067383,4.33487987518311
1995,2591620035485.19,31729.6997633451,29560,864110.215,19.5975206900979,13.6093569435852,44.3112444408129,20.7251164365173,12.519816172494,81678051,9.4,10.8,7464406,0.293904443716697,76.4219512195122,83.0046768188477,,104.660003662109,45.227180480957,4.42079019546509
1996,2503665193657.4,30564.2478058387,30910,889614.2,19.0520205151327,12.4522346841008,43.9880516259934,22.4494166713634,12.6407765318495,81914831,9.7,10.8,,0.289474899455448,76.6731707317073,87.5059432983398,,104.196716308594,46.8274383544922,4.48319005966187
1997,2218689375140.99,27045.7191273318,30200,862276.715,19.8561403508772,12.6502923976608,43.7859649122807,21.5602339181287,13.4628981872616,82034771,9.9,10.5,,0.146313281561803,77.0731707317073,90.6893615722656,,103.994659423828,47.6822319030762,
1998,2243225519617.65,27340.6728848884,27990,855364.42,20.3976340302948,12.5087070990897,44.1966446677135,20.8073104213646,12.9276027162609,82047195,9.6,10.4,,0.0151436508552808,77.4756097560976,,,98.8589935302734,,4.45345020294189
1999,2199957383336.88,26795.9911316814,26880,822460.429,21.7942897807443,12.4707065997571,44.0793590419985,20.1759444437628,13.9891833767127,82100243,9.4,10.3,,0.0646345779052372,77.7268292682927,,99.8185729980469,99.0050735473633,,
2000,1949953934033.54,23718.746699471,26210,829977.779,21.3478581979321,12.6403249630724,44.8350566223535,19.8141309699655,14.0175218456074,82211508,9.3,10.2,8992631,0.135431600393084,77.9268292682927,,99.3363189697266,99.6677474975586,,
2001,1950648769574.94,23687.3168928198,24790,853662.932,20.3831307045709,11.5913272484577,45.3900453359308,21.2910518657479,13.8577289070206,82349925,8.9,10.1,,0.168225361337335,78.3292682926829,,99.2451934814453,100.248878479004,,
2002,2079136081309.99,25205.164445175,23710,829724.756,20.4264006552487,11.711348272026,46.3295069742424,20.1635676825467,13.8919854545869,82488495,8.7,10.2,,0.168128319406931,78.2292682926829,,98.9320907592773,101.238273620605,,
2003,2505733634311.51,30359.9521525666,26230,822812.461,19.979533161152,12.0035573315141,46.8422591491643,21.0479508795868,13.9540193509726,82534176,8.6,10.3,,0.0553633035873241,78.3804878048781,,98.4310836791992,101.60327911377,,
2004,2819245095604.67,34165.9340305131,31730,816802.248,20.3720271378513,12.0554685752628,47.1905365441487,20.2614379084967,14.2295408503631,82516260,8.6,9.9,,-0.021709727650009,78.6804878048781,,98.6364212036133,101.939247131348,,
2005,2861410272354.18,34696.62091671,35880,797180.131,19.7760435202603,12.0392495805582,47.7617062382429,20.2857288118359,14.1592422078062,82469422,8.3,10.1,10299160,-0.0567782618352031,78.9317073170732,,98.6136474609375,102.09253692627,,
2006,3002446368084.31,36447.8723183195,38370,816472.218,19.1992492962152,12.0875821082265,47.572098842665,21.0384735689709,14.277102856701,82376451,8.2,10,,-0.112797497644931,79.1317073170732,,98.3946380615234,102.881340026855,,4.27930021286011
2007,3439953462907.2,41814.8190965222,40700,780546.619,19.3448266868365,12.5231475444042,51.1815028298688,16.8735818053781,13.459191637014,82266372,8.3,10.1,,-0.133718572600486,79.5341463414634,,98.3092880249023,102.082412719727,,4.34302997589111
2008,3752365607148.09,45699.1983232962,43870,780564.954,19.2010525365357,12.8755143369407,48.0580958891741,19.7995537038709,13.9198021319727,82110097,8.3,10.3,,-0.190142844695674,79.7365853658537,,97.6776428222656,103.164390563965,,4.4095401763916
2009,3418005001389.27,41732.707253158,43810,722263.321,20.410656522886,12.0545320764671,47.6669767183574,19.7956435423637,13.8504612520086,81902307,8.1,10.4,,-0.253383410163402,79.8365853658537,,97.3140869140625,103.030082702637,,4.88047981262207
2010,3417094562648.95,41785.556912554,44790,758859.981,19.5132236087867,12.7927049428756,47.6814210602607,19.9428097039019,13.9437343008152,81776930,8.3,10.5,11605690,-0.153198446937304,79.9878048780488,,97.5769882202148,103.858963012695,,4.91368007659912
2011,3757698281117.55,46810.3279588057,47360,732497.918,20.4974634559899,13.1189235755015,48.4691854343575,17.8487918939984,12.5713552960882,80274983,8.3,10.6,,-1.8537146287573,80.4365853658537,,97.7693328857422,103.663436889648,,4.80779981613159
2012,3543983909148.01,44065.2489082767,46710,739861.254,19.9347458309836,12.482880850721,48.9997046107575,18.520905502296,12.2845230232385,80425823,8.4,10.8,,0.187727800567293,80.5390243902439,,97.9345092773438,102.276039123535,,4.93331003189087
2013,3752513503278.41,46530.9114275776,47410,757312.507,19.9408268530883,12.1357316785798,48.4486686041945,19.4171706857278,12.2087666570209,80645605,8.5,11.1,,0.272900214681538,80.490243902439,107.38842010498,98.4364166259766,101.430656433105,60.4592895507813,4.93496990203857
2014,3898726503841.35,48142.8272014491,47820,719883.438,21.3654651789788,12.442103225628,48.4673773279688,17.6725151050092,12.9820484847802,80982500,8.8,10.7,,0.416877359168292,81.090243902439,107.785858154297,98.6182174682617,101.08097076416,64.184440612793,4.93112993240356
2015,3381389338658.82,41394.6581607948,46020,,,,,,12.8636198591601,81686611,9,11.3,12005690,0.865702643950251,80.6414634146341,107.466049194336,98.6923904418945,101.060852050781,66.2772216796875,4.81340980529785
2016,3495162856297.22,42443.4650704217,44360,,,,,,,82348669,9.6,11.1,,0.807218538573871,80.990243902439,108.460296630859,98.8281478881836,101.91039276123,68.327507019043,
2017,3693204332229.78,44665.5063657981,43700,,,,,,,82685827,9.5,11.3,,0.408591509332189,80.990243902439,,,,,
2018,,,,,,,,,,,,,,,,,,,,
